x,Temporal Neural Networks,MDP,Peer
0.0,0.60000000000000009,0.32000000000000006,0.070000000000000007
0.01,0.6457073605883259,0.32592679993106116,0.070000000000000021
0.02,0.6635610408824888,0.33129019989659159,0.070000000000000007
0.029999999999999999,0.65356104088248901,0.33609019989659161,0.070000000000000021
0.040000000000000001,0.61570736058832587,0.34032679993106107,0.070000000000000007
0.050000000000000003,0.55000000000000004,0.34399999999999997,0.070000000000000007
0.059999999999999998,0.45643895911751137,0.34710980010340831,0.070000000000000007
0.070000000000000007,0.33502423794085956,0.34965620024128619,0.070000000000000007
0.080000000000000002,0.1936095167642079,0.351522600379164,0.070000000000000007
0.089999999999999997,0.079316877352533788,0.3520094003102251,0.070000000000000007
0.10000000000000001,0.0,0.35099999999999998,0.070000000000000007
0.11,0.0,0.34849439944848865,0.070000000000000021
0.12,0.0,0.34449259865569098,0.070000000000000021
0.13,0.0,0.33925419782842392,0.070000000000000021
0.14000000000000001,0.0,0.33433679820758799,0.070000000000000021
0.14999999999999999,1.3552527156068805e-18,0.33000000000000002,0.070000000000000021
0.16,0.0076077326428482389,0.32624380320565999,0.070000000000000021
0.17000000000000001,0.0092145732250166531,0.32306820782456791,0.070000000000000021
0.17999999999999999,0.0056993320422075427,0.3202722126502926,0.070000000000000021
0.19,0.0023348708686345655,0.316649810444247,0.070000000000000007
0.20000000000000001,2.0328790734103208e-19,0.31199999999999994,0.070000000000000007
0.20999999999999999,0.0,0.30632278131755142,0.070000000000000007
0.22,0.0,0.29961815439690137,0.070000000000000007
0.23000000000000001,0.0,0.29175252626982023,0.070000000000000007
0.23999999999999999,0.0,0.2819243391269296,0.069999999999999993
0.25,0.0,0.26999999999999996,0.069999999999999993
0.26000000000000001,0.00022395073932867987,0.25597950888903109,0.070000000000000007
0.27000000000000002,0.00027125170970669534,0.23986286579402311,0.070000000000000007
0.28000000000000003,0.0001677726708485761,0.22169262973078546,0.070000000000000021
0.28999999999999998,6.8732181041501416e-05,0.20172415479417469,0.070000000000000007
0.29999999999999999,0.0,0.17999999999999999,0.070000000000000007
0.31,0.0,0.15652016534826158,0.070000000000000007
0.32000000000000001,0.0,0.13128465083895932,0.070000000000000034
0.33000000000000002,0.0,0.10489169534546648,0.070000000000000021
0.34000000000000002,0.0,0.080930732108022291,0.070000000000000034
0.35000000000000003,5.0080823006410508e-20,0.059999999999999908,0.070000000000000034
0.35999999999999999,6.5924943268850757e-06,0.042099499021399422,0.070000000000000034
0.37,7.9849050109918118e-06,0.027229229172220641,0.070000000000000034
0.38,4.93876664405453e-06,0.015357198196415052,0.070000000000000048
0.39000000000000001,2.0232867764791531e-06,0.0062914525576910412,0.070000000000000034
0.40000000000000002,1.7205356741102976e-22,2.0328790734103208e-18,0.070000000000000021
0.41000000000000003,0.0,0.0,0.070000000000000034
0.41999999999999998,0.0,0.0,0.070000000000000034
0.42999999999999999,0.0,0.0,0.070000000000000034
0.44,0.0,0.0,0.070000000000000007
0.45000000000000001,0.0,0.0,0.070000000000000007
0.46000000000000002,1.9406778541249907e-07,0.00060345783854900937,0.070000000000000007
0.47000000000000003,2.3506066702599081e-07,0.00073092606147839802,0.070000000000000021
0.47999999999999998,1.4539504927757924e-07,0.00045210894732621471,0.069999999999999993
0.48999999999999999,5.9569358789881256e-08,0.00018523216732073319,0.069999999999999993
0.5,1.9025154088719637e-23,0.0,0.069999999999999993
0.51000000000000001,0.0,0.0,0.069999999999999979
0.52000000000000002,0.0,0.0,0.069999999999999993
0.53000000000000003,0.0,0.0,0.070000000000000007
0.54000000000000004,0.0,0.0,0.070000000000000007
0.55000000000000004,0.0,0.0,0.070000000000000007
0.56000000000000005,5.810377139888214e-09,1.8067489266900715e-05,0.070000000000000021
0.57000000000000006,7.1576678918828522e-09,2.2256918044931123e-05,0.070000000000000007
0.57999999999999996,4.6650313831637561e-09,1.4506012676259381e-05,0.070000000000000021
0.58999999999999997,2.0714223768095409e-09,6.4411312138930079e-06,0.070000000000000007
0.59999999999999998,0.0,0.0,0.070000000000000021
0.60999999999999999,0.0,0.0,0.070000000000000021
0.62,0.0,0.0,0.070000000000000021
0.63,0.0,0.0,0.070000000000000021
0.64000000000000001,0.0,0.0,0.070000000000000007
0.65000000000000002,0.0,0.0,0.070000000000000007
0.66000000000000003,0.0,0.0,0.070000000000000007
0.67000000000000004,0.0,0.0,0.070000000000000007
0.68000000000000005,0.0,0.0,0.070000000000000007
0.69000000000000006,0.0,0.0,0.069999999999999979
0.70000000000000007,2.1745802822194829e-24,6.9284648107441598e-21,0.069999999999999993
0.70999999999999996,1.4997257116279157e-10,4.6634284738793589e-07,0.070000000000000007
0.71999999999999997,1.8164850332133708e-10,5.6483982108087027e-07,0.069999999999999979
0.72999999999999998,1.1235193784477662e-10,3.4936070107921643e-07,0.069999999999999993
0.73999999999999999,4.6027722947950887e-11,1.431241673854551e-07,0.069999999999999979
0.75,0.0,2.8951321439355969e-23,0.069999999999999993
0.76000000000000001,0.0,0.0,0.069999999999999979
0.77000000000000002,0.0,0.0,0.069999999999999993
0.78000000000000003,0.0,0.0,0.070000000000000021
0.79000000000000004,0.0,0.0,0.070000000000000007
0.80000000000000004,0.0,0.0,0.070000000000000007
0.81000000000000005,4.4148148316647903e-12,1.3727959074958137e-08,0.070000000000000007
0.82000000000000006,5.3473169743266444e-12,1.6627593995081255e-08,0.070000000000000021
0.83000000000000007,3.307468537253792e-12,1.0284642607311781e-08,0.070000000000000007
0.83999999999999997,1.3550421760555282e-12,4.2135319933039757e-09,0.070000000000000007
0.84999999999999998,2.3981371518718759e-28,1.0598251598335667e-24,0.070000000000000007
0.85999999999999999,0.0,0.0,0.070000000000000007
0.87,0.0,0.0,0.070000000000000021
0.88,0.0,0.0,0.070000000000000021
0.89000000000000001,0.0,0.0,0.070000000000000021
0.90000000000000002,3.1554436208840472e-29,0.0,0.070000000000000007
0.91000000000000003,1.3113311381182525e-13,4.0776116064232006e-10,0.070000000000000021
0.92000000000000004,1.6027380577000854e-13,4.9837475189616873e-10,0.070000000000000021
0.93000000000000005,1.0199242185364163e-13,3.1714756938847046e-10,0.070000000000000021
0.94000000000000006,4.3711037937274741e-14,1.3592038688077228e-10,0.070000000000000021
0.95000000000000007,0.0,0.0,0.070000000000000007
0.95999999999999996,0.0,0.0,0.070000000000000007
0.96999999999999997,0.0,0.0,0.070000000000000007
0.97999999999999998,0.0,0.0,0.070000000000000007
0.98999999999999999,0.0,0.0,0.070000000000000007
1.0,0.0,0.0,0.070000000000000007
